,Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,K+A,K+A Per Minute,KP%,CS,CSM,Golds,GPM,GOLD%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,DMG/GOLD,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,WPM,VWPM,WCPM,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
738,Aphelios,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,1,Light,ADC,0,2,2,1,2,0.08,0.5,227,9.2,9420,381,0.22699999999999998,5244.97,4788.1,456.87,0.0,212,0.141,0.5567908704883228,6508.06,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
739,Alistar,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,1,LvMao,SUPPORT,1,6,1,0.3,2,0.08,0.5,27,1.1,5296,214,0.127,3269.67,340.78,2354.89,574.0,132,0.08800000000000001,0.6173848187311178,12775.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
740,Gangplank,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Zoom,TOP,9,2,7,8,16,0.44,0.8,365,10.0,19653,540,0.267,31499.71,18777.0,6791.72,5930.99,865,0.32899999999999996,1.6027939754744822,26694.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
741,Lee Sin,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,H4cker,JUNGLE,1,1,11,12,12,0.33,0.6,211,5.8,12131,333,0.165,7176.73,6357.46,547.19,272.08,197,0.075,0.591602505976424,31623.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
742,LeBlanc,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Cryin,MID,6,1,6,12,12,0.33,0.6,271,7.4,16054,441,0.218,24980.76,845.1,23861.2,274.46,686,0.261,1.5560458452722061,19813.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
743,Aphelios,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Elk,ADC,3,0,11,Perfect KDA,14,0.38,0.7,349,9.6,16501,453,0.22399999999999998,27574.68,24778.3,1314.58,1481.8,757,0.28800000000000003,1.6710914490030908,13180.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
744,Thresh,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,ShiauC,SUPPORT,1,1,14,15,15,0.41,0.75,31,0.9,9239,254,0.126,4644.83,472.16,2908.82,1263.85,128,0.048,0.5027416387054876,14258.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
745,Aatrox,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,369,TOP,1,7,3,0.6,4,0.11,0.8,264,7.2,12007,330,0.198,13643.7,13643.7,0.0,0.0,375,0.18100000000000002,1.136312151245107,36908.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
746,Vi,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Kanavi,JUNGLE,2,3,0,0.7,2,0.05,0.4,241,6.6,11958,328,0.198,6920.63,6619.13,0.0,301.5,190,0.092,0.5787447733734739,21446.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
747,Azir,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Yagao,MID,1,2,1,1,2,0.05,0.4,360,9.9,14592,401,0.24100000000000002,14986.81,232.71,14754.1,0.0,412,0.198,1.0270566063596491,17637.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
748,Ezreal,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Hope,ADC,0,2,4,2,4,0.11,0.8,347,9.5,13866,381,0.22899999999999998,30332.46,20424.4,8900.06,1008.0,833,0.401,2.1875421895283425,20325.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
749,Karma,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Missing,SUPPORT,1,6,3,0.7,4,0.11,0.8,32,0.9,8083,222,0.134,9674.29,379.12,8252.95,1042.22,266,0.128,1.196868736855128,18535.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
750,Fiora,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,2,Ale,TOP,7,2,7,7,14,0.42,0.667,269,8.0,15322,456,0.226,25188.4,14476.6,1998.41,8713.39,750,0.228,1.6439368228690772,33065.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
751,Trundle,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,2,Tarzan,JUNGLE,2,4,11,3.3,13,0.39,0.619,174,5.2,11235,335,0.166,9311.51,6277.25,2352.21,682.05,277,0.084,0.8287948375611928,40064.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
752,Corki,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,2,Doinb,MID,4,1,14,18,18,0.54,0.857,322,9.6,16396,488,0.242,41048.9,4646.38,34209.2,2193.32,1222,0.37200000000000005,2.5035923395950235,16307.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
753,Lucian,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,2,Light,ADC,8,0,8,Perfect KDA,16,0.48,0.762,350,10.4,16817,501,0.248,28895.47,19057.8,7965.53,1872.14,860,0.262,1.7182297674971756,15498.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
754,Nami,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,2,LvMao,SUPPORT,0,6,12,2,12,0.36,0.5710000000000001,6,0.2,8039,239,0.11900000000000001,5876.18,525.33,4279.98,1070.87,175,0.053,0.7309590745117552,13531.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
755,Sion,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,2,shanji,TOP,2,5,8,2,10,0.3,0.769,189,5.6,10904,325,0.195,12448.92,9121.64,3321.52,5.76,371,0.154,1.141683785766691,36560.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
756,Xin Zhao,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,2,AKi,JUNGLE,1,4,6,1.8,7,0.21,0.5379999999999999,168,5.0,10603,316,0.19,12189.64,9155.58,818.38,2215.68,363,0.151,1.1496406677355464,35648.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
757,LeBlanc,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,2,Creme,MID,2,5,5,1.4,7,0.21,0.5379999999999999,224,6.7,12134,361,0.217,23813.46,2207.96,20563.5,1042.0,709,0.295,1.9625399703313005,23785.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
758,Aphelios,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,2,Able,ADC,7,4,3,2.5,10,0.3,0.769,287,8.5,14078,419,0.252,26265.18,24526.3,1206.88,532.0,782,0.326,1.8656897286546386,17961.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
759,Renata Glasc,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,2,cold,SUPPORT,1,3,10,3.7,11,0.33,0.846,38,1.1,8196,244,0.147,5892.7,806.54,3498.37,1587.79,175,0.073,0.7189726695949243,17017.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
760,Gwen,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,3,369,TOP,4,1,6,10,10,0.32,0.47600000000000003,307,9.9,14680,472,0.215,21008.99,2666.27,11472.5,6870.22,676,0.23,1.4311301089918258,24048.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
761,Graves,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,3,Kanavi,JUNGLE,6,1,8,14,14,0.45,0.667,262,8.4,14575,469,0.213,16859.13,14471.0,1284.63,1103.5,542,0.185,1.1567156089193826,24918.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
762,Ahri,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,3,Yagao,MID,4,0,8,Perfect KDA,12,0.39,0.5710000000000001,277,8.9,13331,429,0.195,19514.25,1235.19,13360.4,4918.66,627,0.214,1.463824919360888,22184.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
763,Jinx,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,3,Hope,ADC,7,0,8,Perfect KDA,15,0.48,0.7140000000000001,356,11.4,17898,575,0.262,30324.3,26381.9,1650.69,2291.71,975,0.332,1.6942842775729132,11155.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
764,Leona,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,3,Missing,SUPPORT,0,2,12,6,12,0.39,0.5710000000000001,34,1.1,7823,252,0.115,3569.0,1218.62,1959.79,390.59,115,0.039,0.45621884187651796,18348.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
765,Gangplank,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,3,Zoom,TOP,0,6,2,0.3,2,0.06,0.5,252,8.1,10987,353,0.222,15859.12,12064.1,1760.42,2034.6,510,0.24,1.4434440702648585,29183.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
766,Trundle,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,3,H4cker,JUNGLE,1,2,2,1.5,3,0.1,0.75,137,4.4,8097,260,0.163,3116.4,1448.15,1464.25,204.0,100,0.047,0.3848832901074472,26664.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
767,Azir,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,3,Cryin,MID,0,4,4,1,4,0.13,1.0,312,10.0,11918,383,0.24100000000000002,20153.17,382.98,19098.0,672.19,648,0.305,1.6909859036751131,21342.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
768,Ezreal,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,3,Elk,ADC,3,3,0,1,3,0.1,0.75,315,10.1,12950,416,0.261,23612.74,14062.2,8082.2,1468.34,759,0.35700000000000004,1.8233776061776064,19312.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
769,Alistar,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,3,ShiauC,SUPPORT,0,6,2,0.3,2,0.06,0.5,31,1.0,5603,180,0.113,3381.91,179.82,2532.09,670.0,109,0.051,0.6035891486703552,20850.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
770,Gragas,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,3,shanji,TOP,7,1,13,20,20,0.49,0.9520000000000001,316,7.8,18531,457,0.24,31371.91,1165.23,27604.6,2602.08,773,0.28,1.692942097026604,26399.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
771,Trundle,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,3,AKi,JUNGLE,3,0,14,Perfect KDA,17,0.42,0.81,201,5.0,13225,326,0.171,12147.38,9547.78,1550.0,1049.6,299,0.10800000000000001,0.9185164461247637,50177.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
772,Sylas,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,3,Creme,MID,4,3,11,5,15,0.37,0.7140000000000001,331,8.2,16390,404,0.212,30626.15,2794.6,26504.9,1326.65,755,0.273,1.8685875533862113,36369.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
773,Kai,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,3,Able,ADC,7,1,9,16,16,0.39,0.762,406,10.0,19892,490,0.257,32440.98,21345.7,5191.96,5903.32,800,0.289,1.6308556203498894,18189.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
774,Nautilus,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,3,cold,SUPPORT,0,5,15,3,15,0.37,0.7140000000000001,40,1.0,9282,229,0.12,5487.28,646.14,3495.67,1345.47,135,0.049,0.5911743158801982,20930.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
775,Aatrox,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,3,Ale,TOP,4,6,4,1.3,8,0.2,0.8,314,7.7,15307,377,0.218,18409.1,18409.1,0.0,0.0,454,0.174,1.2026589142222512,44924.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
776,Xin Zhao,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,3,Tarzan,JUNGLE,2,6,7,1.5,9,0.22,0.9,205,5.1,12543,309,0.179,15052.04,13116.0,1214.04,722.0,371,0.142,1.2000350793271148,44422.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
777,Corki,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,3,Doinb,MID,1,2,8,4.5,9,0.22,0.9,406,10.0,17583,433,0.25,40855.71,3439.43,35350.2,2066.08,1007,0.385,2.3235915372803277,19127.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
778,Ezreal,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,3,Light,ADC,3,2,2,2.5,5,0.12,0.5,404,10.0,16962,418,0.242,26292.08,16533.2,7966.94,1791.94,648,0.248,1.5500577762056362,14019.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
779,Rakan,OMG vs LNG Esports,OMG,2 - 1,LNG Esports,WEEK3,12.11,2022-06-24,3,LvMao,SUPPORT,0,5,7,1.4,7,0.17,0.7,38,0.9,7818,193,0.111,5492.77,575.06,3759.71,1158.0,135,0.052000000000000005,0.7025799437196214,16837.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
780,Kayle,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,TheShy,TOP,1,7,1,0.3,2,0.07,0.28600000000000003,252,9.3,9799,361,0.222,13870.3,4794.47,9072.7,3.13,511,0.285,1.415481171548117,18623.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
781,Wukong,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,SofM,JUNGLE,1,5,3,0.8,4,0.15,0.5710000000000001,147,5.4,8030,296,0.182,9529.51,7636.17,1155.74,737.6,351,0.196,1.1867384806973849,25848.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
782,Twisted Fate,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,Angel,MID,3,4,2,1.3,5,0.18,0.7140000000000001,189,7.0,9886,364,0.22399999999999998,8958.26,894.72,7911.54,152.0,330,0.184,0.9061561804572122,15282.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
783,Jinx,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,huanfeng,ADC,2,4,3,1.3,5,0.18,0.7140000000000001,262,9.6,10880,400,0.24600000000000002,12383.68,10904.7,498.88,980.1,456,0.254,1.1382058823529413,12565.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
784,Nautilus,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,ON,SUPPORT,0,4,4,1,4,0.15,0.5710000000000001,41,1.5,5605,206,0.127,3965.23,956.36,2342.75,666.12,146,0.081,0.7074451382694024,15910.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
785,Nasus,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,Cube,TOP,4,1,4,8,8,0.29,0.33299999999999996,212,7.8,11810,435,0.195,8939.77,6871.06,2068.71,0.0,329,0.13,0.7569661303979679,20059.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
786,Lee Sin,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,Leyan,JUNGLE,11,0,5,Perfect KDA,16,0.59,0.667,162,6.0,12254,451,0.20199999999999999,12322.94,10759.5,1127.44,436.0,454,0.179,1.0056259180675697,24667.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
787,Corki,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,Strive,MID,3,2,10,6.5,13,0.48,0.542,312,11.5,15328,564,0.253,19471.39,1884.86,16917.0,669.53,717,0.28300000000000003,1.2703151096033403,12535.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
788,Zeri,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,iBOY,ADC,6,0,7,Perfect KDA,13,0.48,0.542,245,9.0,14071,518,0.23199999999999998,22780.7,11509.9,10876.8,394.0,839,0.331,1.6189823040295643,11152.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
789,Rakan,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,yuyanjia,SUPPORT,0,4,12,3,12,0.44,0.5,36,1.3,7098,261,0.11699999999999999,5339.27,607.91,3909.36,822.0,197,0.078,0.752221752606368,11150.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
790,Gnar,V5 vs RNG,Victory Five,2 - 1,Royal Never Give Up,WEEK3,12.11,2022-06-25,1,Rich,TOP,5,1,8,13,13,0.43,0.722,250,8.2,13031,430,0.215,14891.35,12734.0,1737.35,420.0,491,0.21100000000000002,1.142763410329215,22502.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
791,Rek,V5 vs RNG,Victory Five,2 - 1,Royal Never Give Up,WEEK3,12.11,2022-06-25,1,Karsa,JUNGLE,1,2,7,4,8,0.26,0.444,181,6.0,10190,336,0.168,5329.84,4350.55,0.0,979.29,176,0.076,0.5230461236506379,18810.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
792,Ahri,V5 vs RNG,Victory Five,2 - 1,Royal Never Give Up,WEEK3,12.11,2022-06-25,1,Dream,MID,5,0,11,Perfect KDA,16,0.53,0.889,272,9.0,13921,459,0.22899999999999998,15307.17,1431.46,11026.8,2848.91,505,0.217,1.0995740248545363,11628.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
793,Tahm Kench,V5 vs RNG,Victory Five,2 - 1,Royal Never Give Up,WEEK3,12.11,2022-06-25,1,Ppgod,ADC,2,1,6,8,8,0.26,0.444,204,6.7,11410,376,0.188,6738.73,321.49,6417.24,0.0,222,0.096,0.5905985977212971,28145.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
794,Senna,V5 vs RNG,Victory Five,2 - 1,Royal Never Give Up,WEEK3,12.11,2022-06-25,1,Photic,SUPPORT,5,0,11,Perfect KDA,16,0.53,0.889,86,2.8,12192,402,0.201,28245.97,26246.7,777.27,1222.0,932,0.401,2.316762631233596,15594.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
795,Gwen,V5 vs RNG,Victory Five,2 - 1,Royal Never Give Up,WEEK3,12.11,2022-06-25,1,Breathe,TOP,1,3,3,1.3,4,0.13,1.0,247,8.1,11062,365,0.22399999999999998,10665.94,1794.48,4910.83,3960.63,352,0.172,0.9641963478575303,21252.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
796,Lee Sin,V5 vs RNG,Victory Five,2 - 1,Royal Never Give Up,WEEK3,12.11,2022-06-25,1,Wei,JUNGLE,0,5,4,0.8,4,0.13,1.0,161,5.3,9238,305,0.187,6033.55,5320.41,713.14,0.0,199,0.09699999999999999,0.6531229703399004,27902.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
797,Azir,V5 vs RNG,Victory Five,2 - 1,Royal Never Give Up,WEEK3,12.11,2022-06-25,1,xiaohu,MID,2,5,1,0.6,3,0.1,0.75,234,7.7,10833,357,0.22,16939.5,944.09,15379.4,616.01,559,0.273,1.5636942675159236,14045.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
798,Ezreal,V5 vs RNG,Victory Five,2 - 1,Royal Never Give Up,WEEK3,12.11,2022-06-25,1,GALA,ADC,1,2,0,0.5,1,0.03,0.25,271,8.9,11854,391,0.24100000000000002,24919.77,17721.2,6417.9,780.67,822,0.401,2.1022245655474947,15219.4,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,0,0,,,,,,,,,
799,Rakan,V5 vs RNG,Victory Five,2 - 1,Royal Never Give Up,WEEK3,12.11,2022-06-25,1,Ming,SUPPORT,0,3,2,0.7,2,0.07,0.5,41,1.4,6296,208,0.128,3537.29,432.41,2864.88,240.0,117,0.057,0.5618313214739518,17047.3,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,0,0,,,,,,,,,
800,Fiora,FPX vs Top Esports,Funplus Phoenix,1 - 2,Top Esports,WEEK3,12.11,2022-06-25,1,Xiaolaohu,TOP,2,3,2,1.3,4,0.15,0.5,217,8.3,10232,391,0.226,10951.69,5773.09,560.74,4617.86,418,0.259,1.0703371774824082,19075.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
801,Viego,FPX vs Top Esports,Funplus Phoenix,1 - 2,Top Esports,WEEK3,12.11,2022-06-25,1,Clid,JUNGLE,3,3,4,2.3,7,0.27,0.875,135,5.2,9244,353,0.204,7305.16,6082.7,387.96,834.5,279,0.17300000000000001,0.7902596278667243,18571.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
802,Twisted Fate,FPX vs Top Esports,Funplus Phoenix,1 - 2,Top Esports,WEEK3,12.11,2022-06-25,1,Care,MID,1,4,5,1.5,6,0.23,0.75,184,7.0,9136,349,0.20199999999999999,6992.16,1009.99,5814.17,168.0,267,0.165,0.7653415061295972,12580.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
803,Jinx,FPX vs Top Esports,Funplus Phoenix,1 - 2,Top Esports,WEEK3,12.11,2022-06-25,1,Lwx,ADC,2,5,2,0.8,4,0.15,0.5,250,9.5,11020,421,0.243,12924.19,10704.2,645.0,1574.99,493,0.305,1.1727940108892922,11531.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
804,Nautilus,FPX vs Top Esports,Funplus Phoenix,1 - 2,Top Esports,WEEK3,12.11,2022-06-25,1,Hang,SUPPORT,0,5,4,0.8,4,0.15,0.5,34,1.3,5651,216,0.125,4146.75,783.26,2727.49,636.0,158,0.098,0.7338081755441515,11391.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
805,Gwen,FPX vs Top Esports,Funplus Phoenix,1 - 2,Top Esports,WEEK3,12.11,2022-06-25,1,Wayward,TOP,3,3,7,3.3,10,0.38,0.5,237,9.0,11519,440,0.20800000000000002,14633.79,1983.62,8932.11,3718.06,559,0.29,1.27040454900599,18823.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
806,Trundle,FPX vs Top Esports,Funplus Phoenix,1 - 2,Top Esports,WEEK3,12.11,2022-06-25,1,Tian,JUNGLE,3,0,13,Perfect KDA,16,0.61,0.8,161,6.1,10279,392,0.18600000000000003,6682.48,5155.33,1144.65,382.5,255,0.132,0.6501099328728475,20088.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
807,Sylas,FPX vs Top Esports,Funplus Phoenix,1 - 2,Top Esports,WEEK3,12.11,2022-06-25,1,Knight,MID,7,1,3,10,10,0.38,0.5,234,8.9,12226,467,0.221,7938.06,167.57,7706.49,64.0,303,0.157,0.649276950760674,13705.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
808,Aphelios,FPX vs Top Esports,Funplus Phoenix,1 - 2,Top Esports,WEEK3,12.11,2022-06-25,1,JackeyLove,ADC,4,3,13,5.7,17,0.65,0.85,257,9.8,13545,517,0.245,16913.79,15158.7,1351.05,404.04,646,0.335,1.2487109634551496,5430.06,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
809,Braum,FPX vs Top Esports,Funplus Phoenix,1 - 2,Top Esports,WEEK3,12.11,2022-06-25,1,Mark,SUPPORT,3,1,15,18,18,0.69,0.9,34,1.3,7707,294,0.139,4273.45,829.05,2938.68,505.72,163,0.085,0.554489425197872,11977.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
810,Kayle,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,2,TheShy,TOP,4,1,6,10,10,0.29,0.625,295,8.7,15604,458,0.237,20786.04,4968.56,14745.0,1072.48,610,0.25,1.332096898231223,13709.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
811,Nocturne,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,2,SofM,JUNGLE,2,2,9,5.5,11,0.32,0.688,172,5.0,10884,319,0.165,8958.96,7725.6,753.36,480.0,263,0.10800000000000001,0.8231312017640573,25245.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
812,Twisted Fate,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,2,Angel,MID,3,0,7,Perfect KDA,10,0.29,0.625,244,7.2,13264,389,0.201,12493.64,988.94,11446.7,58.0,366,0.15,0.9419209891435464,14152.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
