,Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,K+A,K+A Per Minute,KP%,CS,CSM,Golds,GPM,GOLD%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,DMG/GOLD,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,WPM,VWPM,WCPM,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
2188,Jinx,BLG vs RNG,Bilibili Gaming,0 - 2,Royal Never Give Up,WEEK7,12.12,2022-07-20,2,Rise,ADC,3,2,1,2,4,0.14,0.667,261,9.1,11858,412,0.235,15473.7,13125.0,752.22,1596.48,538,0.287,1.3049165120593693,12586.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2189,Braum,BLG vs RNG,Bilibili Gaming,0 - 2,Royal Never Give Up,WEEK7,12.12,2022-07-20,2,Crisp,SUPPORT,1,3,4,1.7,5,0.17,0.833,28,1.0,6199,215,0.12300000000000001,4584.61,328.0,3764.61,492.0,159,0.085,0.7395725116954347,14722.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2190,Vladimir,Top Esports vs Rare Atom,Top Esports,2 - 0,Rare Atom,WEEK7,12.12,2022-07-20,2,Cube,TOP,3,4,3,1.5,6,0.22,0.667,234,8.4,10648,383,0.235,18681.01,1535.21,16965.8,180.0,672,0.324,1.7544149135987976,25920.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2191,Xin Zhao,Top Esports vs Rare Atom,Top Esports,2 - 0,Rare Atom,WEEK7,12.12,2022-07-20,2,Leyan,JUNGLE,3,5,2,1.0,5,0.18,0.556,157,5.6,8918,321,0.19699999999999998,11919.94,11160.3,373.94,385.7,429,0.207,1.3366158331464455,29124.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2192,Taliyah,Top Esports vs Rare Atom,Top Esports,2 - 0,Rare Atom,WEEK7,12.12,2022-07-20,2,Strive,MID,2,7,2,0.6,4,0.14,0.444,225,8.1,9491,341,0.21,11979.88,360.88,11135.0,484.0,431,0.20800000000000002,1.262235802339058,16168.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2193,Aphelios,Top Esports vs Rare Atom,Top Esports,2 - 0,Rare Atom,WEEK7,12.12,2022-07-20,2,iBOY,ADC,1,4,4,1.3,5,0.18,0.556,224,8.1,10086,363,0.223,11187.05,10685.0,502.05,0.0,402,0.19399999999999998,1.1091661709300018,13332.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2194,Nautilus,Top Esports vs Rare Atom,Top Esports,2 - 0,Rare Atom,WEEK7,12.12,2022-07-20,2,yuyanjia,SUPPORT,0,4,5,1.3,5,0.18,0.556,37,1.3,6096,219,0.135,3939.99,1050.53,2040.02,849.44,142,0.068,0.6463238188976378,12707.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2195,Gwen,Top Esports vs Rare Atom,Top Esports,2 - 0,Rare Atom,WEEK7,12.12,2022-07-20,2,Wayward,TOP,5,1,5,10.0,10,0.36,0.435,237,8.5,13040,469,0.215,13943.03,2222.56,8076.69,3643.78,502,0.184,1.0692507668711657,18372.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2196,Viego,Top Esports vs Rare Atom,Top Esports,2 - 0,Rare Atom,WEEK7,12.12,2022-07-20,2,Tian,JUNGLE,6,3,4,3.3,10,0.36,0.435,184,6.6,11409,410,0.188,10138.35,9154.98,666.37,317.0,365,0.134,0.8886273994215094,27494.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2197,Sylas,Top Esports vs Rare Atom,Top Esports,2 - 0,Rare Atom,WEEK7,12.12,2022-07-20,2,Knight,MID,5,2,9,7.0,14,0.5,0.609,239,8.6,12986,467,0.214,18584.53,984.93,17599.6,0.0,669,0.245,1.4311204373941167,17556.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2198,Ezreal,Top Esports vs Rare Atom,Top Esports,2 - 0,Rare Atom,WEEK7,12.12,2022-07-20,2,JackeyLove,ADC,5,1,6,11.0,11,0.4,0.478,268,9.6,14425,519,0.23800000000000002,30028.52,18226.1,9500.64,2301.78,1080,0.396,2.081699826689775,11550.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2199,Leona,Top Esports vs Rare Atom,Top Esports,2 - 0,Rare Atom,WEEK7,12.12,2022-07-20,2,Mark,SUPPORT,2,2,17,9.5,19,0.68,0.826,35,1.3,8721,314,0.14400000000000002,3149.37,899.99,1871.38,378.0,113,0.042,0.36112487100103197,11688.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2200,Gnar,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,1,Summit,TOP,5,1,6,11.0,11,0.38,0.647,233,8.1,11821,412,0.213,21161.2,14761.8,5703.07,696.33,737,0.27399999999999997,1.7901361982911768,17586.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2201,Trundle,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,1,Clid,JUNGLE,2,3,8,3.3,10,0.35,0.588,156,5.4,9533,332,0.171,6063.54,3615.76,1800.91,646.87,211,0.079,0.6360579041225217,27684.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2202,Viktor,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,1,Care,MID,2,2,9,5.5,11,0.38,0.647,280,9.8,12356,431,0.222,20109.19,285.57,19115.8,707.82,701,0.261,1.6274838135318872,9322.82,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2203,Lucian,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,1,Lwx,ADC,6,1,4,10.0,10,0.35,0.588,281,9.8,13370,466,0.24,21986.64,14764.9,5639.23,1582.51,766,0.285,1.6444756918474195,12321.7,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,0,0,,,,,,,,,
2204,Nami,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,1,Hang,SUPPORT,2,1,12,14.0,14,0.49,0.8240000000000001,12,0.4,8529,297,0.153,7861.44,555.24,6884.1,422.1,274,0.102,0.9217305663032008,7281.36,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,0,0,,,,,,,,,
2205,Camille,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,1,Zdz,TOP,3,3,0,1.0,3,0.1,0.375,226,7.9,10295,359,0.226,12895.64,6965.54,1031.79,4898.31,449,0.25,1.252611947547353,25987.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2206,Wukong,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,1,Xiaohao,JUNGLE,2,4,3,1.3,5,0.17,0.625,173,6.0,9231,322,0.203,4902.28,3735.89,1006.39,160.0,171,0.095,0.5310670566569169,22929.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2207,Taliyah,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,1,Forge,MID,1,3,6,2.3,7,0.24,0.875,258,9.0,10146,354,0.223,18949.56,524.26,18425.3,0.0,660,0.368,1.8676877587226495,15487.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2208,Tahm Kench,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,1,Qiuqiu,ADC,1,5,3,0.8,4,0.14,0.5,168,5.9,8159,284,0.179,4884.49,184.4,4700.09,0.0,170,0.095,0.5986628263267557,22879.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2209,Senna,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,1,Betty,SUPPORT,1,2,6,3.5,7,0.24,0.875,58,2.0,7685,268,0.16899999999999998,9850.02,9774.02,0.0,76.0,343,0.191,1.2817202342225114,10818.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2210,Gnar,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,1,Flandre,TOP,1,1,4,5,5,0.22,0.313,206,9.0,9300,404,0.187,16075.01,13448.1,2626.91,0.0,698,0.263,1.7284956989247313,14701.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2211,Trundle,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,1,JunJia,JUNGLE,2,1,9,11,11,0.48,0.688,109,4.7,8016,348,0.161,4220.49,3000.45,788.04,432.0,183,0.069,0.5265082335329341,24182.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2212,Sylas,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,1,Scout,MID,6,0,2,Perfect KDA,8,0.35,0.5,231,10.0,11812,513,0.237,16895.13,138.44,15980.2,776.49,734,0.276,1.4303360988824925,12963.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2213,Draven,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,1,Viper,ADC,7,0,5,Perfect KDA,12,0.52,0.75,223,9.7,14247,619,0.28600000000000003,20357.47,19105.0,343.7,908.77,884,0.33299999999999996,1.4288952060082825,8916.58,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2214,Blitzcrank,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,1,meiko,SUPPORT,0,3,14,4.7,14,0.61,0.875,24,1.0,6461,281,0.13,3625.94,1396.69,1887.25,342.0,158,0.059000000000000004,0.5612041479647114,9536.78,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2215,Sejuani,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,1,Chelizi,TOP,1,2,3,2,4,0.17,0.8,184,8.0,7418,322,0.215,7326.4,3068.04,3240.36,1018.0,318,0.19899999999999998,0.9876516581288757,19557.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2216,Poppy,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,1,Shad0w,JUNGLE,0,4,4,1,4,0.17,0.8,116,5.0,6162,268,0.179,7139.1,4325.09,1172.45,1641.56,310,0.19399999999999998,1.1585686465433302,18299.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2217,Akali,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,1,Haichao,MID,3,2,1,2,4,0.17,0.8,192,8.3,8024,349,0.23199999999999998,8913.11,591.72,7985.12,336.27,387,0.242,1.1108063310069791,14479.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2218,Aphelios,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,1,Assum,ADC,1,5,1,0.4,2,0.09,0.4,190,8.3,8054,350,0.233,9480.18,7967.72,511.43,1001.03,412,0.257,1.177077228706233,12461.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2219,Renata Glasc,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,1,jinjiao,SUPPORT,0,3,2,0.7,2,0.09,0.4,41,1.8,4858,211,0.141,4025.9,445.19,1908.97,1671.74,175,0.109,0.8287155207904487,7826.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2220,Camille,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,2,Zdz,TOP,6,0,10,Perfect KDA,16,0.48,0.762,286,8.5,16146,481,0.248,15681.66,9832.32,913.31,4936.03,467,0.204,0.9712411742846525,25525.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2221,Wukong,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,2,Xiaohao,JUNGLE,2,2,14,8,16,0.48,0.762,178,5.3,12008,358,0.184,12210.03,9225.31,1928.55,1056.17,364,0.159,1.016824616922052,26446.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2222,Akali,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,2,Forge,MID,6,2,11,8.5,17,0.51,0.81,227,6.8,12759,380,0.196,25594.11,860.01,24638.1,96.0,763,0.33299999999999996,2.005965201034564,22157.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2223,Zeri,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,2,Betty,ADC,6,1,10,16,16,0.48,0.762,327,9.7,15878,473,0.244,19602.35,8508.93,10322.0,771.42,584,0.255,1.2345603980350168,10263.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2224,Alistar,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,2,Qiuqiu,SUPPORT,1,2,15,8,16,0.48,0.762,36,1.1,8392,250,0.129,3771.11,357.68,3149.71,263.72,112,0.049,0.44936963775023836,12246.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2225,Gnar,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,2,Summit,TOP,1,5,1,0.4,2,0.06,0.28600000000000003,301,9.0,13243,395,0.23,20070.87,16782.1,3154.12,134.65,598,0.295,1.5155833270407006,23594.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2226,Viego,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,2,Clid,JUNGLE,1,2,4,2.5,5,0.15,0.7140000000000001,174,5.2,9990,298,0.17300000000000001,10085.72,6483.72,2541.0,1061.0,301,0.14800000000000002,1.0095815815815816,26382.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2227,Taliyah,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,2,Care,MID,2,6,3,0.8,5,0.15,0.7140000000000001,260,7.7,11987,357,0.20800000000000002,19438.39,825.27,17753.5,859.62,579,0.28600000000000003,1.621622591140402,17999.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2228,Kalista,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,2,Lwx,ADC,3,5,1,0.8,4,0.12,0.5710000000000001,296,8.8,14499,432,0.252,12636.7,10828.6,761.85,1046.25,377,0.18600000000000003,0.8715566590799366,17451.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2229,Rakan,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,2,Hang,SUPPORT,0,3,7,2.3,7,0.21,1.0,39,1.2,7873,235,0.13699999999999998,5794.1,641.15,4450.9,702.05,173,0.085,0.7359456369871714,14117.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2230,Gnar,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,2,Flandre,TOP,3,0,5,Perfect KDA,8,0.32,0.42100000000000004,244,9.9,12693,515,0.247,20831.26,18516.9,2090.36,224.0,845,0.315,1.6411612699913336,13953.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2231,Poppy,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,2,JunJia,JUNGLE,3,0,13,Perfect KDA,16,0.65,0.8420000000000001,130,5.3,9053,367,0.177,10028.06,7452.12,1771.94,804.0,407,0.152,1.107705732906219,16670.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2232,Sylas,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,2,Scout,MID,6,0,7,Perfect KDA,13,0.53,0.684,217,8.8,11559,469,0.225,16845.3,0.0,16845.3,0.0,683,0.255,1.4573319491305476,14285.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2233,Aphelios,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,2,Viper,ADC,6,0,9,Perfect KDA,15,0.61,0.789,212,8.6,10971,445,0.214,14061.97,12287.6,1546.87,227.5,570,0.213,1.281740041928721,5649.75,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2234,Sett,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,2,meiko,SUPPORT,1,1,11,12,12,0.49,0.632,42,1.7,7010,284,0.13699999999999998,4307.89,2801.18,0.0,1506.71,175,0.065,0.6145349500713267,13051.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2235,Sejuani,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,2,Chelizi,TOP,0,2,1,0.5,1,0.04,1.0,174,7.1,7482,303,0.21,6062.28,3134.92,2309.36,618.0,246,0.159,0.8102485966319166,20397.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2236,Wukong,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,2,Kui,JUNGLE,1,6,0,0.2,1,0.04,1.0,113,4.6,6784,275,0.19,6670.35,5452.53,925.82,292.0,270,0.175,0.9832473466981133,23014.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2237,Akali,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,2,Haichao,MID,0,2,1,0.5,1,0.04,1.0,220,8.9,8227,334,0.231,11987.76,1031.09,10639.3,317.37,486,0.315,1.457124103561444,16964.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2238,Draven,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,2,Assum,ADC,0,5,1,0.2,1,0.04,1.0,209,8.5,8161,331,0.22899999999999998,10087.96,9601.16,0.0,486.8,409,0.265,1.2361181227790712,12505.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2239,Nautilus,EDG vs LGD Gaming,Edward Gaming,2 - 0,LGD Gaming,WEEK7,12.13,2022-07-21,2,jinjiao,SUPPORT,0,4,1,0.3,1,0.04,1.0,30,1.2,4959,201,0.139,3231.01,567.5,2349.51,314.0,131,0.085,0.6515446662633596,10775.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2240,Gnar,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,3,Summit,TOP,4,0,6,Perfect KDA,10,0.41,0.5,238,9.8,11187,462,0.215,18707.7,16109.4,2598.3,0.0,773,0.271,1.6722713864306786,15817.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2241,Lee Sin,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,3,Clid,JUNGLE,4,2,12,8,16,0.66,0.8,138,5.7,9641,398,0.18600000000000003,7918.93,6337.5,1035.43,546.0,327,0.115,0.8213805621823462,22329.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2242,Ahri,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,3,Care,MID,9,0,9,Perfect KDA,18,0.74,0.9,213,8.8,12598,521,0.242,19010.7,1560.9,13952.7,3497.1,786,0.275,1.509025242101921,10867.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2243,Sivir,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,3,Lwx,ADC,2,1,13,15,15,0.62,0.75,231,9.5,11060,457,0.213,15088.66,13420.6,246.94,1421.12,623,0.218,1.364254972875226,10573.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2244,Yuumi,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,3,Hang,SUPPORT,1,0,18,Perfect KDA,19,0.79,0.95,3,0.1,7479,309,0.14400000000000002,8344.85,542.76,6960.09,842.0,345,0.121,1.1157708249766012,1442.48,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2245,Jax,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,3,Zdz,TOP,1,4,2,0.8,3,0.12,1.0,178,7.4,7980,330,0.22,8909.58,5634.53,3275.05,0.0,368,0.256,1.1164887218045112,20454.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2246,Wukong,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,3,Xiaohao,JUNGLE,2,5,1,0.6,3,0.12,1.0,132,5.5,7514,310,0.20800000000000002,6245.19,4407.84,1053.77,783.58,258,0.18,0.831140537663029,22306.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2247,Swain,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,3,Forge,MID,0,4,3,0.8,3,0.12,1.0,199,8.2,7853,325,0.217,7790.26,317.15,7473.11,0.0,322,0.22399999999999998,0.9920106965490896,16137.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2248,Alistar,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,3,Qiuqiu,ADC,0,3,3,1,3,0.12,1.0,34,1.4,4970,205,0.13699999999999998,2416.56,283.36,1688.7,444.5,100,0.069,0.48622937625754525,13684.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2249,Ezreal,FPX vs AL,Funplus Phoenix,2 - 1,Anyone s Legend,WEEK7,12.13,2022-07-21,3,Betty,SUPPORT,0,4,1,0.3,1,0.04,0.33299999999999996,213,8.8,7891,326,0.218,9411.45,6464.11,2947.34,0.0,389,0.271,1.1926815359270055,12662.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2250,Kennen,WBG vs TT,Weibo Gaming,2 - 1,TT,WEEK7,12.13,2022-07-22,1,TheShy,TOP,6,5,7,2.6,13,0.38,0.65,250,7.3,15908,463,0.235,24664.4,1675.82,21410.8,1577.78,718,0.275,1.5504400301734977,20142.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2251,Viego,WBG vs TT,Weibo Gaming,2 - 1,TT,WEEK7,12.13,2022-07-22,1,SofM,JUNGLE,4,2,12,8.0,16,0.47,0.8,171,5.0,12648,368,0.187,10506.02,7411.96,2751.15,342.91,306,0.11699999999999999,0.830646742567995,25340.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2252,Taliyah,WBG vs TT,Weibo Gaming,2 - 1,TT,WEEK7,12.13,2022-07-22,1,Angel,MID,4,1,10,14.0,14,0.41,0.7,296,8.6,14447,420,0.213,28101.78,976.98,26348.8,776.0,818,0.314,1.9451637018066035,10854.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2253,Aphelios,WBG vs TT,Weibo Gaming,2 - 1,TT,WEEK7,12.13,2022-07-22,1,huanfeng,ADC,5,3,8,4.3,13,0.38,0.65,328,9.5,16174,471,0.239,21749.32,20289.9,819.77,639.65,633,0.243,1.3447087918882157,12604.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2254,Leona,WBG vs TT,Weibo Gaming,2 - 1,TT,WEEK7,12.13,2022-07-22,1,ON,SUPPORT,1,4,15,4.0,16,0.47,0.8,39,1.1,8533,248,0.126,4518.87,968.73,2767.3,782.84,131,0.05,0.5295757646783077,17010.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2255,Gragas,WBG vs TT,Weibo Gaming,2 - 1,TT,WEEK7,12.13,2022-07-22,1,Hoya,TOP,2,4,7,2.3,9,0.26,0.6,238,6.9,10765,313,0.185,11549.61,498.81,10511.7,539.1,336,0.20199999999999999,1.0728852763585695,23216.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2256,Wukong,WBG vs TT,Weibo Gaming,2 - 1,TT,WEEK7,12.13,2022-07-22,1,Beichuan,JUNGLE,5,4,6,2.8,11,0.32,0.733,160,4.7,10906,317,0.188,8814.55,7570.94,713.76,529.85,256,0.155,0.8082294150009168,29144.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2257,Sylas,WBG vs TT,Weibo Gaming,2 - 1,TT,WEEK7,12.13,2022-07-22,1,Ucal,MID,1,2,8,4.5,9,0.26,0.6,269,7.8,12404,361,0.213,13602.65,0.0,13252.9,349.75,396,0.23800000000000002,1.096634150274105,21399.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2258,Kalista,WBG vs TT,Weibo Gaming,2 - 1,TT,WEEK7,12.13,2022-07-22,1,Kepler,ADC,7,3,4,3.7,11,0.32,0.733,370,10.8,16900,492,0.29100000000000004,17881.17,14837.1,2308.95,735.12,520,0.313,1.058057396449704,20339.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2259,Amumu,WBG vs TT,Weibo Gaming,2 - 1,TT,WEEK7,12.13,2022-07-22,1,yaoyao,SUPPORT,0,7,12,1.7,12,0.35,0.8,36,1.0,7160,208,0.12300000000000001,5195.39,197.24,3861.57,1136.58,151,0.091,0.7256131284916202,19898.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2260,Sejuani,V5 vs LNG Esports,Victory Five,2 - 0,LNG Esports,WEEK7,12.13,2022-07-22,1,Rich,TOP,4,2,10,7.0,14,0.32,0.667,306,7.0,16780,382,0.21600000000000003,24317.3,11583.5,11249.8,1484.0,554,0.213,1.4491835518474374,40590.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2261,Trundle,V5 vs LNG Esports,Victory Five,2 - 0,LNG Esports,WEEK7,12.13,2022-07-22,1,XLB,JUNGLE,7,4,9,4.0,16,0.36,0.762,163,3.7,14326,326,0.184,12924.76,9627.86,2264.9,1032.0,294,0.113,0.9021890269440179,46998.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
2262,Taliyah,V5 vs LNG Esports,Victory Five,2 - 0,LNG Esports,WEEK7,12.13,2022-07-22,1,RooKie,MID,4,3,9,4.3,13,0.3,0.619,330,7.5,16217,369,0.209,29931.49,655.09,29276.4,0.0,682,0.262,1.8456860085095887,19452.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
